trace,section,metric,value,unit
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_data_p99_interval,44.100000000000364,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_data_max_interval,4542.0,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_data_max_burst_len,4.0,count
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_data_consecutive_interval_pct,23.187883159033536,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_event_count,5462.0,count
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_mean_interval,15.48379417689068,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_p50_interval,2.0,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_p90_interval,3.0,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_p99_interval,46.19999999999891,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_max_interval,4542.0,cycles
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_max_burst_len,2.0,count
sgemm_tcu_bcol_m64_k64_n64,hbm_axi,write_rsp_consecutive_interval_pct,24.00659219923091,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_bytes,317304.0,bytes
sgemm_tcu_bcol_m64_k64_n64,dcache,write_bytes,65424.0,bytes
sgemm_tcu_bcol_m64_k64_n64,dcache,total_bytes,382728.0,bytes
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_count,39663.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_count,8178.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_count,39663.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,perf_loads_delta,39663.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,perf_stores_delta,8178.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,perf_avg_load_latency,15.344880619216902,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,active_cycles,23799.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,active_pct_busy,24.925116775936825,pct
sgemm_tcu_bcol_m64_k64_n64,dcache,active_pct_user_kernel_body,27.76105823068309,pct
sgemm_tcu_bcol_m64_k64_n64,dcache,bandwidth_bytes_per_active_cycle,16.081684104374133,B/cycle
sgemm_tcu_bcol_m64_k64_n64,dcache,bandwidth_bytes_per_busy_cycle,4.008378542552523,B/cycle
sgemm_tcu_bcol_m64_k64_n64,dcache,bandwidth_bytes_per_user_cycle,4.46444568868981,B/cycle
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_count,39663.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_mean,16.3448806192169,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_p50,15.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_p90,19.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_p99,29.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_latency_max,71.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_event_count,4971.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_mean_interval,17.203822937625755,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_p50_interval,13.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_p90_interval,16.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_p99_interval,266.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_max_interval,862.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_max_burst_len,1.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,read_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_event_count,1038.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_mean_interval,81.53326904532305,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_p50_interval,10.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_p90_interval,20.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_p99_interval,4147.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_max_interval,4557.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_max_burst_len,1.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,write_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_event_count,19899.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_mean_interval,4.296512212282641,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_p50_interval,2.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_p90_interval,7.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_p99_interval,17.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_max_interval,865.0,cycles
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_max_burst_len,6.0,count
sgemm_tcu_bcol_m64_k64_n64,dcache,rsp_consecutive_interval_pct,1.7338425972459544,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_bytes,0.0,bytes
sgemm_tcu_bcol_m64_k64_n64,lmem,write_bytes,0.0,bytes
sgemm_tcu_bcol_m64_k64_n64,lmem,total_bytes,0.0,bytes
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,perf_reads_delta,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,perf_writes_delta,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,perf_crsp_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,active_cycles,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,active_pct_busy,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,lmem,active_pct_user_kernel_body,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,lmem,bandwidth_bytes_per_active_cycle,0.0,B/cycle
sgemm_tcu_bcol_m64_k64_n64,lmem,bandwidth_bytes_per_busy_cycle,0.0,B/cycle
sgemm_tcu_bcol_m64_k64_n64,lmem,bandwidth_bytes_per_user_cycle,0.0,B/cycle
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_mean,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_p50,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_p90,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_p99,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_latency_max,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,read_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,write_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,lmem,rsp_consecutive_interval_pct,0.0,cycles
